show_id,title,listed_in,description,movie_info
s3136,Jeff Dunham: Beside Himself,Stand-Up Comedy,"Jeff Dunham takes the stage in Dallas with his old pals Peanut, Walter, José Jalapeño, Bubba J and Achmed to poke fun at himself and American culture.","jeff dunham: beside stand-up comedy jeff dunham take stage dallas old pal peanut, walter, josé jalapeño, bubba j achmed poke fun american culture."
s3137,Jeff Dunham: Controlled Chaos,Stand-Up Comedy,"Politically incorrect and often raunchy humor pepper ventriloquist Dunham's live concert performance featuring characters Walter, Achmed and Peanut.","jeff dunham: controlled chaos stand-up comedy politically incorrect often raunchy humor pepper ventriloquist dunham's live concert performance featuring character walter, achmed peanut."
s3138,Jeff Dunham: Minding the Monsters,Stand-Up Comedy,"Jeff Dunham returns with a haunted house full of his hysterical entourage, and each character stars in its own horror movie trailer.","jeff dunham: minding monsters stand-up comedy jeff dunham return haunted house full hysterical entourage, character star horror movie trailer."
s3139,Jeff Dunham: Relative Disaster,Stand-Up Comedy,Ventriloquist Jeff Dunham brings his rude and slightly demented posse of puppets to Ireland for a gleeful skewering of family and politics.,jeff dunham: relative disaster stand-up comedy ventriloquist jeff dunham brings rude slightly demented posse puppet ireland gleeful skewering family politics.
s3140,Jeff Dunham: Unhinged in Hollywood,Stand-Up Comedy,Unfiltered ventriloquist Jeff Dunham brings his ragtag crew of puppet pals to Hollywood for big laughs about celebrity culture and California living.,jeff dunham: unhinged hollywood stand-up comedy unfiltered ventriloquist jeff dunham brings ragtag crew puppet pal hollywood big laugh celebrity culture california living.
s3141,Jeff Dunham's Very Special Christmas Special,Stand-Up Comedy,"Politically incorrect, sometimes raunchy ventriloquist Jeff Dunham is joined by his irreverent cast of characters in this hilarious Christmas special.","jeff dunham's special christmas special stand-up comedy politically incorrect, sometimes raunchy ventriloquist jeff dunham joined irreverent cast character hilarious christmas special."
s3142,Jeff Foxworthy and Larry the Cable Guy: We’ve Been Thinking...,Stand-Up Comedy,Grammy-nominated comedians Jeff Foxworthy and Larry the Cable Guy bring their distinctive brand of humor to a packed crowd in Minneapolis.,jeff foxworthy larry cable guy: we’ve thinking... stand-up comedy grammy-nominated comedian jeff foxworthy larry cable guy bring distinctive brand humor packed crowd minneapolis.
s3143,Jeff Garlin: Our Man In Chicago,Stand-Up Comedy,"Comedian Jeff Garlin (unintentionally) celebrates his 37th year of stand-up and shares his learnings on love, loss, success and food addiction.","jeff garlin: man chicago stand-up comedy comedian jeff garlin (unintentionally) celebrates 37th year stand-up share learning love, loss, success food addiction."
s3144,Jeffrey Epstein: Filthy Rich,"Crime TV Shows, Docuseries",Stories from survivors fuel this docuseries examining how convicted sex offender Jeffrey Epstein used his wealth and power to carry out his abuses.,"jeffrey epstein: filthy rich crime tv shows, docuseries stories survivor fuel docuseries examining convicted sex offender jeffrey epstein used wealth power carry abuses."
s3145,Jem and the Holograms,"Dramas, Music & Musicals, Sci-Fi & Fantasy","After becoming an overnight star via the internet, teenage rocker Jem and her sisters journey to LA, where fame, fun and a family mystery await.","jem holograms dramas, music musicals, sci-fi fantasy becoming overnight star via internet, teenage rocker jem sister journey la, fame, fun family mystery await."
s3146,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),Stand-Up Comedy,"Jen Kirkman delivers some sharp, hilarious truths about divorce, kids, sex and turning 40 in this Netflix original comedy special.","jen kirkman: i'm gonna die alone (and feel fine) stand-up comedy jen kirkman delivers sharp, hilarious truth divorce, kids, sex turning 40 netflix original comedy special."
s3147,Jen Kirkman: Just Keep Livin’?,Stand-Up Comedy,"Incisive comic Jen Kirkman gets real about women's bodies, the value of alone time and an Italian private tour guide who may have been a ghost.","jen kirkman: keep livin’? stand-up comedy incisive comic jen kirkman get real women's bodies, value alone time italian private tour guide may ghost."
s3148,Jenni Rivera: Mariposa de Barrio,"Spanish-Language TV Shows, TV Dramas",This drama follows Mexican-American singer Jenni Rivera's unlikely rise from suicidal pregnant teen and abused wife to banda superstar.,"jenni rivera: mariposa de barrio spanish-language tv shows, tv dramas drama follows mexican-american singer jenni rivera's unlikely rise suicidal pregnant teen abused wife banda superstar."
s3149,Jenny Slate: Stage Fright,"Documentaries, Stand-Up Comedy","Jenny Slate's first stand-up special is a mix of stage time, funny stories about adulthood and conversations with family in her childhood home.","jenny slate: stage fright documentaries, stand-up comedy jenny slate's first stand-up special mix stage time, funny story adulthood conversation family childhood home."
s3150,Jeopardy!,Reality TV,"Alex Trebek hosts one of TV's longest-running game shows, where a trio of players buzz in with their knowledge of history, arts, pop culture and more.","jeopardy! reality tv alex trebek host one tv's longest-running game shows, trio player buzz knowledge history, arts, pop culture more."
s3151,Jeremiah Tower: The Last Magnificent,Documentaries,"This documentary profiles influential chef Jeremiah Tower, who played a pivotal role in the invention of a revolutionary new American cuisine.","jeremiah tower: last magnificent documentaries documentary profile influential chef jeremiah tower, played pivotal role invention revolutionary new american cuisine."
s3152,Jeremy Scott: The People's Designer,Documentaries,The journey of fashion designer Jeremy Scott from humble roots on a Missouri farm to creative director of Moschino is charted in this documentary.,jeremy scott: people's designer documentaries journey fashion designer jeremy scott humble root missouri farm creative director moschino charted documentary.
